domain_id,domain_name,userid,username,topic_id,topic_name,subtopic_id,subtopic_name,passage_id,passage_name,docno,offset_start,offset_end,grade,timestamp
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,69,Scientists say ZMapp "offers the best option" for treating deadly virus  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,73,4,2016-04-13 12:49:39.944398, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,70,ZMappâs efficacy in macaques drives researchers to call for rapid human safety testing of blend of monoclonal antibodies,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,122,4,2016-04-13 12:49:57.222561, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,86,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the remedy may possibly support fight the outbreak raging by means of West Africa â as soon as extra of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,233,4,2016-04-13 13:01:42.765944, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,88,Scientists have confirmed that the new Ebola cure used to save two American doctors is 100 percent effective in monkeys.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,120,4,2016-04-13 13:03:03.442563, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,89,An experimental drug called ZMapp  which contains a cocktail of three antibodies that fight the Ebola virus  has successfully treated 18 monkeys infected with the deadly disease  researchers reported today. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,207,4,2016-04-13 13:03:18.251465, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,90,As the Ebola outbreak spread to a fifth African country Friday  researchers announced that the experimental drug pressed into emergency use in recent weeks had cured a group of 18 monkeys of the deadly disease  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,211,4,2016-04-13 13:03:37.937921, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,94,The experimental drug ZMapp  which was given to two American doctors stricken with Ebola in Africa  has shown 100 percent positive results on monkeys  a new study revealed. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,173,4,2016-04-13 13:04:51.870450, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,95,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through western Africa â once more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,218,4,2016-04-13 13:05:06.975820, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,98,In an experimental with monkeys  researchers found that the monkeys treated with the experimental Ebola drug ZMapp were all cured raising hope that the drug could also be effective in humans.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,191,4,2016-04-13 13:05:44.321464, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,100,An experimental Ebola treatment drug is getting praise in Liberia after Liberian health care worker who contracted the disease recovered after taking the drug. The drug is called ZMAPP and the community is urging the release of the drug to the public. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,252,3,2016-04-13 13:06:17.714339, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,105,Researchers from Albert Einstein College of Medicine reported that the experimental drug  ZMapp  can be an effective treatment against the Ebola virus after 100 percent of the monkeys in their experiment showed improvement.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,223,4,2016-04-13 13:07:05.536714, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,111,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa - once more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,213,4,2016-04-13 13:10:12.247147, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,113,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the ...,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,150,4,2016-04-13 13:10:23.964455, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,114,ZMapp proven "100% effective" in primate trials  as virus spreads to fifth west African country.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,96,4,2016-04-13 13:10:34.481089, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,115,The experimental Ebola drug ZMapp protected all monkeys infected with the deadly virus.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,87,4,2016-04-13 13:10:48.755188, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,116,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study boosting hopes that the treatment might help fight the outbreak raging through West Africa once more of it can be made,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,209,4,2016-04-13 13:11:04.786464, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,120,The experimental Ebola drug ZMapp cured all 18 of the lab monkeys infected with the deadly virus  including those suffering the fever and hemorrhaging characteristic of the disease and just hours from death  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,40,248,4,2016-04-13 13:11:51.898789, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,122,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study boosting hopes that the treatment might help fight the outbreak raging through West Africa mdash once more of it can be made,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,9,224,4,2016-04-13 13:12:20.029497, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,124,All 18 rhesus monkeys infected with the virus survived after getting the experimental medication  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,98,4,2016-04-13 13:12:40.065902, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,125,The experimental Ebola drug ZMapp was able to save infected monkeys even when treatment was started five days after the animals were infected.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,142,4,2016-04-13 13:12:54.352374, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,126,All 18 rhesus monkeys infected with the virus survived after getting the experimental medication,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,96,4,2016-04-13 13:13:18.747800, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,127,All primates given ZMapp are cured of Ebola but the drug is still a long way from approval in humans,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,100,4,2016-04-13 13:13:46.292051, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,129,The experimental Ebola drug ZMapp cured all 18 of the lab monkeys infected with the deadly virus  including those suffering the fever and hemorrhaging characteristic of the disease and just hours from death  scientists,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,38,256,4,2016-04-13 13:14:09.966429, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,130,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,216,4,2016-04-13 13:14:32.932781, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,133,According to the results from clinical trials conducted on ZMapp  the experimental medication for the Ebola virus  the drug was effective 100 percent of the time for monkeys.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,174,4,2016-04-13 13:15:02.290692, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,134,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,66,158,4,2016-04-13 13:15:20.899586, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,135,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,46,138,4,2016-04-13 13:15:37.763649, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,136,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa -- once more of it can be made. FOX News,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,223,4,2016-04-13 13:15:53.075804, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,139,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made....,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,218,4,2016-04-13 13:16:24.219785, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,141,The experimental Ebola drug ZMapp cured all 18 of the lab monkeys infected with the deadly virus  including those suffering the fever and haemorrhaging characteristic of the disease and just hours from death  scientists have said. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,231,4,2016-04-13 13:16:47.367204, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,142,Experimental drug proves 100 percent effective in trial on rhesus monkeys  though it's still unclear how well it works in humans,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,128,4,2016-04-13 13:16:58.442263, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,145,Eighteen rhesus macaques infected with Ebola were given the drug ZMapp  with 100% recovery rate  reported a study in Nature. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,125,4,2016-04-13 13:17:17.035787, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,146,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,216,4,2016-04-13 13:17:32.973642, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,147,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africaâonce more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,213,4,2016-04-13 13:17:48.153681, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,150,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,215,4,2016-04-13 13:18:21.617286, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,151,The experimental Ebola drug ZMapp cured all 18 of the lab monkeys infected with the deadly virus  including those suffering the fever and hemorrhaging characteristic of the disease and just hours from death  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,208,4,2016-04-13 13:18:37.150414, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,152,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa once more of it can be made. The monkeys were given the drug  ZMapp  thre,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,256,4,2016-04-13 13:18:53.800717, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,154,An experimental Ebola drug previously given to two American aid workers successfully cured a group of monkeys infected with the deadly virus in laboratory tests  researchers report. The drug  ZMapp  prompted recovery,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,25,241,4,2016-04-13 13:19:16.734775, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,156,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,92,4,2016-04-13 13:19:41.495200, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,157,Experimental Ebola drug heals all monkeys in study An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,143,4,2016-04-13 13:20:10.934281, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,162,Giving ZMapp  a cocktail of antibodies  to rhesus macaques up to five days after infection with the Ebola virus completely protected the animals â a finding that a Canadian-led research team says supports use of the treatment during the current outbreak in,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,258,4,2016-04-13 13:26:01.316410, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,164,ZMapp effectively rescued macaques from Ebola in a small trial  but it could be several months before supplies of the drug meet the growing human demand for it.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,160,4,2016-04-13 13:26:19.300462, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,175,Three vials containing an experimental drug stored at subzero temperatures were flown into Liberia last week in a last-ditch effort to save two American missionary workers who had contracted Ebola  ,ebola-c7e94141bfa66c9087276b8a8600b5148a159c10eeb494e4634e78a986224d53,2,200,2,2016-04-13 13:33:15.211638, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,183,An experimental Ebola drug called ZMapp was given to two Americans infected with Ebola. The Americans are improving after being given the Ebola drug,ebola-c7e94141bfa66c9087276b8a8600b5148a159c10eeb494e4634e78a986224d53,4,152,4,2016-04-13 13:35:12.103368, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,187,The patient in Dallas being treated for Ebola has been given an experimental drug but remains in critical condition,ebola-c7e94141bfa66c9087276b8a8600b5148a159c10eeb494e4634e78a986224d53,6,121,3,2016-04-13 13:36:02.404235, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,188,An experimental drug cured monkeys infected with a close relative of Ebola virus even after they began showing symptoms â ,ebola-c7e94141bfa66c9087276b8a8600b5148a159c10eeb494e4634e78a986224d53,6,130,4,2016-04-13 13:36:34.395768, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,200,The Ebola virus has retreated so dramatically in recent months that it may be too late to determine the effectiveness of the many experimental drugs and vaccines that have been rushed into production,ebola-33f62d3c4249fbcff167974a8d64b64e34dce7014dd750b66a88e5a9ae58f6d8,1,200,4,2016-04-13 13:41:34.517931, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,206,Eight of the ten Ebola-infected patients treated in the U.S. survived  and the two that died had advanced disease at the time of treatment: ,ebola-33f62d3c4249fbcff167974a8d64b64e34dce7014dd750b66a88e5a9ae58f6d8,1,141,4,2016-04-13 13:43:10.534312, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,214,The majority of monkeys treated with a medication called AVI-7537  which targets VP24  survived infection with Ebola virus and showed substantial reduction of virus in their bloodstreams within eight days of treatment,ebola-33f62d3c4249fbcff167974a8d64b64e34dce7014dd750b66a88e5a9ae58f6d8,1,218,4,2016-04-13 13:46:12.189103, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,217,An experimental drug developed to treat hemorrhagic shock may help treat vascular leakage symptoms in Ebola  ,ebola-33f62d3c4249fbcff167974a8d64b64e34dce7014dd750b66a88e5a9ae58f6d8,1,110,3,2016-04-13 13:47:02.374104, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,220,Experimental Ebola treatments still at early stage of development. * At this point in time there is not enough evidence for any of the experimental therapies for ebola virus disease to draw conclusions on their safety ,ebola-33f62d3c4249fbcff167974a8d64b64e34dce7014dd750b66a88e5a9ae58f6d8,27,245,3,2016-04-13 13:47:20.575911, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,243,researchers have found that ZMapp  the experimental drug that has been used in seven infected human patients to date  prompted the recovery of 18 macaque monkeys infected with the virus. ,ebola-4161a2ebe05110c7cde49fe3674fd6a26b0c9feccdb62f4da55ab2ca0a6e8b00,93,280,4,2016-04-13 13:57:39.631851, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,253,BloombergMonkeys infected with Ebola survived after being treated with an experimental drug from Mapp Biopharmaceutical Inc.  in a study that suggests the drug may be effective even after severe symptoms are present. Monkeys were given three doses of the antibody-based treatment ZMapp starting three to five days after being infected with a lethal dose of Ebola. All 18 monkeys treated with ZMapp survived  while 3 that weren’t given the medicine died  ,ebola-4161a2ebe05110c7cde49fe3674fd6a26b0c9feccdb62f4da55ab2ca0a6e8b00,0,454,4,2016-04-13 14:01:51.754853, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,257,Mapp &rdquo; is so novel and unproven that not much is available and its effectiveness remains unknown. It could end up doing more harm than good. It would take months to produce the drug in any modest quantity  and even then  using it more widely would present other ethical dilemmas. But many Africans are seeing a larger  bitter truth in the fact that two Americans and ,ebola-4161a2ebe05110c7cde49fe3674fd6a26b0c9feccdb62f4da55ab2ca0a6e8b00,50,423,3,2016-04-13 14:03:17.521664, 
1,Ebola,4,assr4,341,Experimental Drugs,20,Treatment Success,268,  "ZMapp " is so novel and unproven that not much is available and its effectiveness remains unknown. ,ebola-4161a2ebe05110c7cde49fe3674fd6a26b0c9feccdb62f4da55ab2ca0a6e8b00,40,142,0,2016-04-13 14:38:58.339732, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,58,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,215,3,2016-04-13 12:40:56.184808, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,85,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the remedy may possibly support fight the outbreak raging by means of West Africa â as soon as extra of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,233,3,2016-04-13 13:01:36.687689, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,96,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through western Africa â once more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,218,3,2016-04-13 13:05:13.696990, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,103,A Liberian health worker who recovered from Ebola after receiving an experimental drug is urging the manufacturer to speed up its production and send it to Africa ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,163,3,2016-04-13 13:06:41.392365, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,110,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa - once more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,213,3,2016-04-13 13:10:03.608757, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,119,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study boosting hopes that the treatment might help fight the outbreak raging through West Africa once more of it can be made,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,209,3,2016-04-13 13:11:32.078438, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,132,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made. ,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,216,3,2016-04-13 13:14:48.803421, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,138,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa -- once more of it can be made. FOX News,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,223,3,2016-04-13 13:16:11.438032, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,140,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made....,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,218,3,2016-04-13 13:16:33.316269, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,148,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africaâonce more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,213,3,2016-04-13 13:17:54.097921, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,149,An experimental Ebola drug healed all 18 monkeys infected with the deadly virus in a study  boosting hopes that the treatment might help fight the outbreak raging through West Africa â once more of it can be made.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,215,3,2016-04-13 13:18:15.866010, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,165,ZMapp effectively rescued macaques from Ebola in a small trial  but it could be several months before supplies of the drug meet the growing human demand for it.,ebola-cec3acd2450c6516f5b16fdb57e84331cac00a7d859c2f2317646fcdd9ff2a18,0,160,4,2016-04-13 13:26:30.173862, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,213,The experimental drug was used in place of ZMapp  which has already been used on Ebola patients  after it emerged there are currently no supplies available. ,ebola-33f62d3c4249fbcff167974a8d64b64e34dce7014dd750b66a88e5a9ae58f6d8,1,158,4,2016-04-13 13:45:45.383477, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,233,Supplies of zmapp  which is seen as the most promising experimental treatment for ebola  are expected to be limited to hundreds or thousands of treatment. ,ebola-fae50b907713a106bd3732c43b0a42114b253ecb5a4c6bfaaa762d529c5d5408,8,163,4,2016-04-13 13:52:26.244617, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,237,IndependentA Norwegian woman infected with Ebola in Sierra Leone is to be given the last remaining dose of ZMapp in the world. Supplies of the experimental drug  which has been used on patients who survived in the US and Liberia  have run out and manufacturers have admitted it will take months to make more. The Norwegian Medicines Agency has authorised Oslo University Hospital to import unapproved medicines including TKM-Ebola and Avigan  which was developed for flu pandemics. ,ebola-4161a2ebe05110c7cde49fe3674fd6a26b0c9feccdb62f4da55ab2ca0a6e8b00,4,486,4,2016-04-13 13:55:35.954243, 
1,Ebola,4,assr4,341,Experimental Drugs,22,Availability,249,The U.S. government confirmed that it had put Liberian officials in touch with the maker of ZMapp  and referred additional questions to Mapp Biopharmaceutical Inc. In a statement  the California-based company said that in responding to a request from an unidentified West African country  it had run out of its supply of the treatment. ,ebola-4161a2ebe05110c7cde49fe3674fd6a26b0c9feccdb62f4da55ab2ca0a6e8b00,130,466,4,2016-04-13 13:59:34.118206, 
